Name,Age,Height,Weight,ValueEUR,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall
L. Hroššo,34,196,91,80000,Medium,Medium,64,64,60,63,16,64,63
D. Miya,25,186,82,575000,Low,Medium,51,28,46,46,60,76,63
J. Caletti,22,162,60,675000,Medium,High,69,42,58,66,60,62,63
M. Reinthaler,26,193,83,550000,Medium,Medium,65,45,55,56,62,72,63
I. Diabate,21,180,80,1100000,High,Low,78,63,50,58,18,66,63
J. ter Heide,22,173,65,1000000,Medium,Medium,58,40,57,57,62,53,63
J. Eccles,21,181,66,1100000,Medium,Medium,72,46,62,64,57,65,63
D. Giménez,24,175,72,1000000,Medium,High,65,54,61,61,61,63,63
Svensson,19,182,75,1300000,High,Medium,80,62,51,65,30,58,63
E. Frederiksen,20,175,71,1100000,Medium,Low,73,56,61,69,41,50,63
R. McCrorie,23,189,80,925000,Medium,Medium,62,63,63,64,32,62,63
M. Llano,21,184,73,1000000,Medium,Medium,70,42,57,62,56,62,63
Jean Carlos,26,184,78,575000,Medium,Medium,71,39,57,62,55,69,63
D. Franke,22,184,76,1000000,High,Medium,66,33,54,63,59,64,63
R. McKenzie,22,184,75,1000000,Medium,Medium,61,44,56,56,61,72,63
R. Juárez,20,182,81,1100000,Low,High,63,35,42,43,64,72,63
J. Cooper,25,180,70,625000,High,Medium,77,59,58,63,26,55,63
D. Rose,27,173,72,550000,High,Medium,79,62,53,65,44,67,63
B. Karamoko,26,187,75,625000,Low,Medium,39,29,39,39,63,73,63
D. Rots,19,179,67,1100000,Medium,Medium,81,60,53,66,26,52,63
A. Richardson,19,190,77,975000,Medium,Medium,59,47,58,63,58,68,63
L. Brumme,21,187,73,750000,Medium,Medium,68,57,59,62,45,62,63
K. Appin,23,177,71,1000000,High,Low,69,55,59,64,62,61,63
João Gonçalves,20,188,82,900000,Medium,Medium,62,64,57,56,29,67,63
L. Larsen,22,175,74,775000,High,Medium,76,60,56,65,52,55,63
D. Pavlovic,19,179,76,1100000,High,High,73,25,55,61,59,70,63
M. Hilgers,20,186,78,1100000,Medium,Medium,69,41,46,49,64,62,63
P. Kotal,27,179,74,475000,Low,High,72,39,48,53,60,76,63
A. Pyrka,18,177,73,1100000,High,Low,81,61,56,65,29,39,63
A. Diaby,26,185,69,575000,Medium,Medium,53,36,49,60,63,70,63
M. Collao,23,173,67,625000,High,Medium,67,59,67,67,37,49,63
M. Akpınar,22,173,65,1100000,Medium,Medium,72,57,64,68,62,46,63
Imanol,20,177,63,1000000,High,Medium,68,41,57,62,60,54,63
P. Brough,25,191,74,575000,Medium,High,67,46,53,57,60,76,63
G. O'Neill,26,180,76,600000,Medium,Medium,57,56,62,60,61,71,63
R. Gotts,21,177,70,1100000,High,High,77,55,60,64,54,61,63
D. Al Qarni,32,168,69,375000,Medium,Medium,57,55,63,64,60,68,63
K. Sugimori,24,174,67,725000,Medium,Medium,82,50,57,66,24,47,63
N. Ibáñez,39,185,85,50000,Medium,Medium,61,60,67,62,34,66,63
I. Filip,32,187,80,325000,Low,High,45,37,55,51,64,67,63
Koldo Obieta,27,187,82,550000,Medium,Medium,49,67,46,53,23,62,63
Z. Görgen,21,188,79,1000000,Medium,Medium,66,60,60,69,25,64,63
L. Kitching,21,191,80,1000000,Medium,Medium,55,29,43,46,62,71,63
J. Bauza,25,177,75,700000,Medium,Medium,75,59,62,65,40,68,63
T. Monyane,21,175,68,1000000,Medium,Medium,79,57,58,62,57,61,63
J. Che,17,185,75,1100000,High,High,70,25,50,57,60,65,63
M. Amundsen,23,179,81,1000000,High,Medium,74,47,53,63,59,64,63
T. Rocha,27,175,75,500000,Medium,Medium,63,58,59,64,61,70,63
R. Tone,29,182,75,400000,Medium,Medium,42,34,49,43,63,64,63
Y. Oyanedel,20,170,66,1000000,Medium,Medium,75,39,55,61,58,67,63
J. Grant,22,183,78,675000,Medium,High,71,49,56,60,60,74,63
G. De Amores,26,186,76,550000,Medium,Medium,65,63,63,62,24,66,63
L. Murphy,31,188,74,400000,Medium,Medium,50,60,64,62,60,68,63
Nico Serrano,18,178,72,1200000,Medium,Medium,73,56,54,71,18,48,63
Manu Molina,22,175,70,1100000,Medium,Medium,75,57,57,63,33,49,63
L. Vega,22,186,78,1100000,Medium,Medium,65,47,65,62,51,65,63
L. Falcón,32,182,75,300000,Medium,Medium,58,35,41,52,65,66,63
R. Smith,24,183,76,725000,Medium,Medium,65,58,63,63,58,62,63
E. Roldán,20,176,70,1100000,High,Medium,77,61,56,68,35,55,63
Gabri Martínez,18,185,75,1200000,Medium,Medium,66,59,58,65,30,50,63
R. Tincu,33,185,80,230000,Medium,High,55,43,53,45,62,68,63
A. Azhil,20,170,65,1000000,Medium,Medium,66,45,62,66,59,50,63
S. Aka,26,183,74,575000,Medium,Medium,60,47,59,62,60,74,63
M. Flis,27,185,75,475000,Medium,Medium,66,31,50,53,63,67,63
L. Damer,21,178,74,1100000,Medium,Medium,67,58,63,67,36,53,63
Piao Shihao,29,177,73,425000,Medium,High,76,39,54,49,59,73,63
A. Muskwe,22,183,75,1100000,Medium,Medium,67,61,46,62,31,65,63
G. Norlin,24,183,73,725000,Medium,Medium,73,56,58,62,35,55,63
R. Guder,26,183,79,525000,Medium,Medium,83,61,53,65,26,68,63
R. Huaccha,27,172,71,550000,Medium,Low,68,61,51,63,31,65,63
Fran Navarro,23,179,71,1100000,Medium,Medium,58,66,49,61,39,50,63
L. Ingolotti,21,184,84,925000,Medium,Medium,64,63,55,64,30,60,63
K. Wilson,21,178,71,725000,High,Medium,81,39,53,63,57,66,63
C. Algarañaz,25,175,76,650000,High,Medium,64,66,48,65,27,56,63
G. Lapslie,23,180,74,750000,Medium,Medium,66,60,60,64,56,65,63
A. Boyle,30,178,78,400000,Medium,High,49,37,49,48,62,77,63
Zé Eduardo,29,186,87,475000,High,High,71,57,63,65,50,76,63
D. Mullen,26,177,63,600000,High,High,79,64,50,62,41,74,63
A. Hartigan,21,178,68,1100000,Medium,Medium,70,55,63,63,57,67,63
Geovani,20,181,75,1200000,Medium,Medium,73,62,61,66,28,47,63
M. Stamenic,19,188,78,0,Medium,Medium,68,51,62,68,55,66,63
M. Schikora,26,181,76,575000,High,High,80,50,58,64,61,71,63
Iñigo Orozco,28,192,80,500000,Medium,Medium,58,62,58,57,34,71,63
T. Galván,21,172,65,1200000,Medium,Low,75,59,60,68,35,45,63
M. Czyżycki,23,175,72,700000,Medium,Medium,66,56,58,63,54,58,63
M. Bartolewski,23,187,76,700000,Medium,Medium,77,40,50,60,58,62,63
Luís Phelipe,20,187,75,1100000,Medium,Medium,75,51,59,70,47,66,63
M. Kozak,24,176,65,700000,High,Medium,78,52,59,64,25,43,63
M. Eberwein,25,192,78,625000,High,Medium,72,61,60,64,34,68,63
K. Skaanes,26,175,61,575000,Medium,Medium,72,53,58,65,46,56,63
Jony Álamo,19,175,64,1200000,Medium,Medium,63,45,62,65,61,48,63
N. Shinton,20,194,78,1000000,Medium,Medium,67,62,59,68,25,56,63
B. Bye,31,186,83,400000,Medium,Medium,67,63,56,62,24,68,63
A. Ortíz,28,181,73,425000,Medium,Medium,44,32,40,47,66,61,63
B. Bertrand,29,186,76,375000,Medium,Medium,68,61,54,65,46,59,63
O. Dabbagh,22,182,76,1100000,Medium,Medium,73,62,58,65,31,60,63
S. Czyż,19,176,76,1100000,Medium,Medium,68,56,60,71,44,63,63
R. Finn,33,185,71,250000,High,High,61,58,61,63,55,71,63
D. Daniels,27,186,91,500000,Medium,Medium,67,28,44,50,62,71,63
M. Młyński,20,178,67,1200000,Medium,Medium,77,54,57,63,49,63,63
L. O'Connor,20,178,75,1000000,Low,High,70,45,56,59,59,61,63
C. Lines,35,188,79,140000,Medium,Medium,51,59,65,61,58,66,63
A. Saidi,21,186,76,975000,Medium,Medium,66,53,65,63,33,53,63
R. Lozano,23,179,79,925000,Medium,Medium,73,39,52,61,58,60,63
Lee Yong Rae,35,175,71,190000,Medium,High,53,55,66,62,56,74,63
K. Jakob,23,183,72,925000,High,Medium,67,37,56,63,57,62,63
M. Merghem,23,185,75,750000,Medium,Low,71,57,62,67,48,63,63
S. Benchamma,21,185,71,1000000,Medium,Medium,70,54,61,67,58,64,63
Rodrigo Guth,20,191,79,975000,Medium,Medium,63,33,41,44,63,65,63
C. Dunne,28,188,86,425000,Medium,High,78,38,47,56,61,67,63
A. Al Zain,29,182,65,475000,High,Low,76,58,56,66,42,61,63
M. Haakenstad,27,183,73,500000,Medium,Medium,82,49,52,58,56,73,63
T. Schwede,27,182,73,500000,High,High,79,53,58,64,52,66,63
A. Cochrane,21,175,70,1000000,High,Medium,71,41,60,61,58,59,63
P. Plewka,21,174,66,1000000,Medium,Medium,65,51,57,59,61,60,63
M. Daushvili,32,176,72,325000,Medium,Medium,61,35,58,54,57,59,63
E. Emegha,18,195,63,1100000,Medium,Medium,73,60,50,58,29,63,63
M. Horvat,22,180,80,700000,Medium,Medium,65,34,50,54,64,68,63
M. Deijl,23,181,71,700000,Medium,Medium,61,40,52,62,64,59,63
M. Gargiulo,25,187,81,700000,Medium,Medium,62,50,61,64,57,71,63
L. Armstrong,24,185,73,675000,Medium,Low,72,61,43,61,25,69,63
G. Marcussen,23,179,70,1100000,Medium,Medium,76,55,56,65,40,57,63
T. Yamakawa,23,185,79,675000,Medium,High,63,22,50,52,61,74,63
V. Boniface,20,193,85,1100000,Medium,Medium,76,63,49,66,25,63,63
P. Steinwender,24,181,73,650000,Medium,Medium,84,63,55,67,31,52,63
A. Marinelli,22,174,70,1200000,Medium,Low,78,58,57,67,35,48,63
Iker Recio,20,185,80,1100000,Medium,Medium,70,40,53,50,62,70,63
R. Del Campo,21,185,79,1200000,Medium,Medium,69,65,50,64,28,54,63
A. Colpani,22,184,75,1100000,Medium,Medium,69,54,63,67,54,55,63
A. Perošević,29,180,75,475000,Medium,Medium,76,64,54,65,33,62,63
A. Bustos,22,169,72,1100000,Medium,Medium,66,56,61,63,58,49,63
T. Schumacher,23,177,66,675000,Medium,Medium,70,47,53,59,60,56,63
F. Marchwiński,19,185,72,1100000,Medium,Medium,68,59,59,66,43,59,63
K. Kurokawa,24,173,70,675000,Medium,Medium,72,35,58,59,57,68,63
K. Inoue,22,170,65,975000,High,Low,88,50,60,66,23,47,63
A. Bhattacharya,31,189,85,250000,Medium,Medium,62,57,63,65,21,61,63
T. Parkes,29,191,79,400000,Medium,Medium,53,33,50,52,62,76,63
K. Nagera,19,177,65,1300000,Medium,Medium,83,62,51,65,24,47,63
N. Hahn,20,177,69,1000000,Medium,Medium,69,43,61,65,56,61,63
S. Conteh,24,178,72,650000,Medium,Medium,93,54,50,65,36,60,63
G. Zelalem,24,180,70,750000,Medium,Medium,51,50,66,66,44,56,63
N. Burkart,21,174,70,1100000,High,Medium,78,61,54,64,27,63,63
Félix Mathaus,26,184,78,550000,Medium,Medium,67,29,39,49,60,73,63
P. López,23,170,67,1100000,High,Medium,68,53,63,67,45,57,63
D. Cicek,28,172,68,475000,Medium,Medium,68,58,64,65,47,53,63
M. Gouaida,28,178,72,475000,Medium,Medium,72,47,64,69,31,55,63
L. Sánchez,20,175,76,1200000,Medium,Medium,66,57,58,66,33,63,63
M. Schroers,19,180,70,1100000,Medium,Medium,67,65,62,64,37,48,63
L. McCowan,23,177,76,975000,High,Medium,77,60,56,66,28,56,63
E. Utkus,21,190,77,1100000,Medium,Medium,61,35,57,56,63,69,63
S. Christiansen,20,185,75,1000000,Medium,Medium,60,55,64,64,56,60,63
R. Capellini,21,185,74,1000000,Medium,Medium,62,35,45,46,65,65,63
D. Meza Colli,32,179,71,325000,Medium,Medium,67,48,58,56,58,67,63
P. Becker,28,173,72,475000,Medium,Medium,76,57,67,67,48,56,63
Sebas Moyano,24,173,66,750000,Medium,Medium,68,54,59,68,35,39,63
S. McLoughlin,24,191,74,900000,Medium,Medium,53,31,49,54,62,70,63
E. Rabanal,24,177,78,650000,High,Medium,69,36,48,58,61,52,63
R. Balk,20,176,65,1200000,Medium,Medium,82,61,52,68,26,43,63
S. Velkov,24,192,86,900000,Medium,Medium,61,40,46,52,62,74,63
N. Hernández,28,170,73,425000,High,High,75,48,60,67,57,54,63
Miullen,23,180,77,1100000,High,Medium,72,62,52,63,24,68,63
R. Farro,36,179,80,50000,Medium,Medium,60,63,60,65,46,62,63
T. Bayliss,22,183,78,1100000,Medium,Medium,70,51,63,68,54,65,63
G. Moreno,27,180,78,550000,Medium,Medium,63,53,64,63,61,69,63
Lee Han Saim,31,185,84,325000,Low,High,53,37,60,56,60,71,63
J. van der Sluijs,19,180,68,1000000,Medium,Medium,80,51,55,65,25,48,63
A. Mehmeti,20,180,70,1200000,Medium,Medium,66,50,57,71,53,61,63
T. Sang,22,185,74,1000000,Medium,Medium,66,45,55,60,60,65,63
J. Gallagher,25,175,71,625000,High,Medium,79,55,56,63,50,60,63
N. Franco,25,183,85,725000,Medium,Medium,57,64,43,56,27,66,63
C. Oduor,22,176,70,1000000,Medium,Medium,77,41,56,65,57,58,63
B. Konaté,25,183,67,700000,High,Medium,63,47,61,67,62,63,63
A. Grimaldi,30,188,90,475000,Medium,Medium,49,63,52,60,32,73,63
J. Fernández,22,184,76,900000,Medium,High,57,28,40,46,62,67,63
T. Beekman,21,179,70,1100000,Medium,Medium,69,57,59,64,34,59,63
A. Crawford,29,179,64,475000,High,Medium,68,62,64,65,56,66,63
Kweon Han Jin,33,187,77,230000,Medium,Medium,48,39,47,51,65,67,63
O. Käuper,24,187,77,725000,Medium,Medium,58,57,61,64,57,63,63
Marcelo Lopes,27,177,67,500000,Medium,Medium,79,58,60,64,24,55,63
A. Garcete,27,186,78,450000,Medium,Medium,63,22,40,37,66,62,63
Urko González,20,189,73,1100000,High,Medium,53,46,59,51,62,62,63
A. Al Salem,28,181,76,500000,Medium,Low,62,62,58,62,52,67,63
B. Wiredu,21,191,70,1100000,High,High,78,56,59,64,63,75,63
Elliot Simões,21,174,68,1200000,Medium,Medium,82,52,54,66,26,45,63
E. Peña Zauner,21,177,68,1100000,Medium,Medium,76,55,64,67,33,50,63
A. Mercado,27,180,77,475000,Medium,High,75,42,59,59,59,53,63
M. Tol,23,188,80,900000,Medium,Medium,66,26,45,41,63,71,63
J. Van Hecke,19,175,66,1100000,High,Medium,68,48,63,68,51,48,63
P. Wålemark,19,184,75,1000000,Medium,Medium,70,59,56,66,31,53,63
I. Șerban,29,176,71,475000,Medium,Medium,67,59,62,65,48,63,63
Kim Jun Yub,33,178,76,300000,Medium,Medium,73,52,57,63,57,68,63
A. Szőke,23,186,72,1100000,High,Medium,72,61,59,62,38,61,63
D. Rodney,23,178,69,775000,High,Medium,82,61,54,64,24,66,63
Juninho Rocha,23,170,67,975000,Medium,Low,67,62,57,70,27,39,63
Y. Takahashi,28,187,80,425000,Medium,Medium,54,33,48,43,64,73,63
A. May,23,182,73,725000,Medium,Medium,73,57,59,63,58,68,63
A. Garcia MacNulty,18,187,78,1100000,Medium,Medium,64,35,41,46,64,68,63
C. Rosel,25,167,67,575000,Medium,Medium,80,48,59,65,55,61,63
V. Sanogo,26,186,85,625000,Medium,Low,74,60,50,62,26,77,63
A. Legzdins,34,190,90,80000,Medium,Medium,59,61,57,64,32,64,63
Luis López,20,190,76,1000000,Medium,Medium,66,62,58,63,30,58,63
D. Margush,23,187,80,825000,Medium,Medium,61,63,61,64,30,63,63
J. Beesley,24,188,76,700000,Medium,Medium,71,61,49,61,44,68,63
B. Maguire,23,189,77,1100000,Medium,High,69,54,60,61,61,74,63
F. Pfanne,26,187,82,525000,Medium,High,62,46,47,54,63,79,63
Herculano,17,182,81,1200000,Medium,Low,80,63,52,61,30,64,63
S. Lukić,41,192,91,50000,Medium,Medium,58,63,58,63,27,67,63
C. Randall,25,180,76,575000,High,Medium,67,49,60,60,59,65,63
Y. Nakasaka,23,171,68,700000,High,Medium,74,56,59,65,42,48,63
F. Ibarra,20,175,69,1200000,High,High,67,47,58,63,61,61,63
Rúben Fonseca,21,188,82,1100000,Medium,Low,58,62,44,58,37,66,63
A. Al Najjar,24,175,68,750000,High,Medium,78,55,60,64,44,54,63
F. Azemi,29,185,81,475000,Medium,Medium,77,59,53,62,36,68,63
Aidi Fulangxisi,30,180,77,400000,Low,Medium,70,35,53,58,63,72,63
T. Nichols,27,178,75,525000,High,High,78,62,56,64,25,62,63
L. Feeney,34,183,76,230000,Medium,Medium,71,59,64,65,53,65,63
S. Lusiusz,21,180,69,925000,Medium,High,65,49,56,62,59,68,63
M. Christensen,23,190,74,675000,Low,High,64,45,55,57,64,68,63
A. Rojas,25,170,67,625000,High,Medium,73,61,55,66,39,48,63
Cássinho,28,177,75,475000,High,Medium,79,60,62,65,37,48,63
M. Al Saiari,28,182,80,500000,Medium,Medium,69,61,53,60,36,74,63
M. Weymans,23,175,70,600000,High,Medium,79,44,54,63,54,72,63
Q. Daubin,25,178,76,600000,Medium,High,57,55,60,59,58,72,63
D. Oko,24,190,83,550000,Low,High,43,24,35,39,62,70,63
L. Tempelmann,22,174,77,1100000,Medium,Medium,69,43,60,66,59,62,63
M. Mešanović,30,177,75,475000,High,Low,71,62,45,61,32,69,63
A. Danladi,25,178,77,725000,Medium,Medium,76,63,54,64,39,65,63
J. Alvarado,21,172,71,1200000,High,Low,59,65,55,62,36,59,63
T. Kodama,33,183,83,160000,Medium,Medium,64,60,64,61,26,66,63
A. Gómez,28,174,70,475000,High,Medium,87,63,58,68,58,73,63
H. Bwana,24,175,66,750000,High,Medium,75,56,57,67,38,49,63
C. Vidal,21,181,75,1100000,Medium,Medium,46,32,41,48,67,59,63
Pedro Brazão,18,173,62,1100000,Medium,Medium,75,54,56,72,37,46,63
F. Egerer,23,180,76,700000,Medium,Medium,55,44,59,54,61,69,63
T. Siersleben,21,187,80,1100000,Medium,Medium,62,33,47,54,63,63,63
Ángel Jiménez,19,194,80,1000000,Medium,Medium,65,62,65,64,30,63,63
L. James-Wildin,23,178,75,925000,High,Medium,80,51,53,61,56,76,63
L. Benítes,24,160,60,650000,Medium,Medium,75,59,55,65,23,46,63
P. Camacho,30,178,74,425000,Medium,Medium,68,32,55,54,61,62,63
V. Radonja,19,182,72,1100000,Low,Medium,76,33,53,55,60,61,63
K. Kairinen,22,186,70,1100000,Medium,Medium,66,51,61,64,55,62,63
G. May,23,178,76,1100000,Medium,Medium,70,61,45,65,22,52,63
Mikel Carro,22,188,79,1100000,Medium,High,51,52,61,61,63,60,63
G. Merloi,21,170,67,975000,High,Medium,76,59,60,66,39,65,63
J. Lindner,30,193,86,400000,Medium,Medium,62,42,57,54,63,69,63
A. Thompson,28,183,78,425000,Medium,Medium,55,31,54,52,62,75,63
A. Bahachille,20,193,81,1200000,Medium,High,58,59,60,60,60,66,63
E. Villar,21,175,75,1100000,Medium,Medium,71,60,53,67,29,65,63
Y. Osée,24,194,80,650000,High,Medium,73,32,42,44,64,74,63
N. Sessa,25,172,67,675000,Medium,Low,77,57,58,71,33,54,63
T. Lebeau,22,174,65,975000,High,Medium,74,58,64,67,57,54,63
J. Brown,23,185,79,925000,High,Medium,70,30,49,59,60,68,63
D. Hümmet,24,189,80,725000,High,Low,60,64,52,61,28,71,63
O. Hadžikić,25,186,85,525000,Medium,Medium,62,60,59,63,41,63,63
E. Jonassen,28,176,78,425000,Medium,Medium,75,45,56,60,59,64,63
J. Olschowsky,19,183,80,1100000,Medium,Medium,64,63,64,64,19,65,63
M. Tilio,19,170,67,1100000,High,Medium,86,59,56,65,33,45,63
H. Smith,26,196,85,600000,Medium,Low,53,62,48,56,31,78,63
T. Loska,25,189,85,550000,Medium,Medium,64,60,59,68,37,61,63
A. Obileye,26,191,84,500000,Medium,High,71,50,52,53,61,74,63
C. Hemlein,30,181,79,475000,Medium,Medium,78,61,59,63,39,69,63
L. Bate,18,172,63,1500000,High,High,71,49,66,66,54,58,63
D. Reimann,24,186,82,575000,Medium,Medium,66,55,69,68,45,57,63
Y. Rokutan,34,188,80,80000,Medium,Medium,62,60,58,62,33,66,63
C. Gyeltshen,25,173,73,625000,High,Medium,83,60,55,64,36,58,63
A. Matko,21,177,75,1100000,High,Medium,83,60,54,67,28,65,63
M. Broberg,30,183,76,475000,Medium,Medium,69,61,62,61,50,63,63
J. Daniels,25,174,65,625000,High,Medium,82,56,57,63,43,54,63
J. Mellish,23,188,73,950000,High,High,61,61,59,60,59,73,63
J. Pinto,41,183,75,50000,Medium,Medium,62,65,61,63,50,60,63
L. Tramoni,18,175,68,1100000,High,Medium,67,55,62,66,39,52,63
Han Ho Gang,27,184,80,475000,Low,High,64,35,49,50,60,76,63
C. Vernam,24,170,74,725000,High,Medium,86,58,55,66,31,63,63
K. Goden,22,182,74,725000,High,Medium,85,38,50,58,58,62,63
L. Appéré,22,185,71,975000,High,Medium,72,61,60,63,42,65,63
Agirrezabala,20,187,80,1000000,Medium,Medium,58,62,63,66,27,68,63
J. Dixon,27,193,72,475000,Medium,Medium,62,61,62,63,31,63,63
L. Gibson,24,185,71,675000,High,Medium,68,35,50,59,60,64,63
K. Yanagisawa,25,180,72,575000,Medium,Medium,70,32,55,56,61,65,63
S. Dooley,29,180,80,475000,High,Medium,70,59,61,66,56,52,63
J. Devitt,30,176,66,475000,Medium,Medium,69,60,63,65,41,52,63
D. Mitov,24,188,76,575000,Medium,Medium,64,61,61,63,60,62,63
S. Abraham,30,178,74,475000,Medium,Medium,64,60,62,67,35,61,63
F. Flick,21,188,79,1100000,Medium,Medium,62,44,56,55,61,70,63
H. Moldovan,23,189,81,925000,Medium,Medium,63,58,60,64,39,63,63
J. Akinde,31,188,87,400000,Medium,Low,72,59,48,58,36,83,63
R. Hall-Johnson,26,173,67,550000,High,Medium,78,45,53,61,59,65,63
G. Mutombo,25,191,75,600000,Low,Medium,36,26,45,40,63,73,63
N. Zanellato,23,187,80,1100000,Medium,Medium,63,51,65,69,56,55,63
C. Akono,21,190,78,1100000,High,Medium,69,63,50,62,28,67,63
A. Morgan,21,181,68,1100000,Medium,Low,72,55,63,64,50,58,63
A. Schuarztman,23,173,67,725000,Medium,Medium,61,56,57,64,52,53,63
J. De Jonghe,29,171,67,425000,Medium,Medium,81,47,56,61,58,58,63
J. Bonde,27,186,75,550000,High,Medium,57,60,60,61,60,70,63
C. Seitz,34,193,107,80000,Medium,Medium,62,61,64,61,43,68,63
B. Rymaniak,31,189,80,350000,Medium,High,62,42,54,58,61,74,63
S. Jasper,20,172,71,1200000,High,High,85,60,56,66,39,50,63
A. Nurudeen,22,190,77,1000000,Medium,Medium,72,57,58,70,24,60,63
M. Hilßner,26,183,80,575000,Medium,Medium,62,65,63,63,49,60,63
K. Kubica,21,192,88,925000,Medium,High,62,49,53,56,60,72,63
M. Brink,23,174,73,725000,Medium,Medium,66,54,62,65,59,66,63
E. Ersu,27,195,92,450000,Medium,Medium,63,61,60,66,36,63,63
A. Sabella,20,178,72,1200000,Medium,Medium,64,57,63,63,55,63,63
Rafael Pereira,21,180,79,1100000,Medium,Medium,71,33,46,56,62,70,63
A. Boutoutaou,20,169,56,1300000,Medium,Medium,74,59,53,75,32,33,63
A. Gómez,19,183,72,1000000,Medium,High,67,34,48,60,61,60,63
B. Fofana,22,183,74,1100000,High,Medium,81,61,55,70,29,52,63
M. Miljevic,20,178,72,1300000,High,Medium,66,56,60,67,51,56,63
Lee Min Gi,28,175,71,425000,Medium,High,75,29,53,60,55,64,63
A. Al Ammar,27,177,70,500000,High,Medium,73,47,60,64,55,63,63
L. Mouyokolo,20,194,85,975000,Medium,Medium,59,34,39,45,61,76,63
P. Tomasik,33,177,72,250000,High,Medium,75,56,61,59,58,68,63
D. Cirkin,19,182,72,1100000,High,Medium,62,39,50,61,61,58,63
Óscar López,22,180,75,925000,Medium,Medium,67,65,59,62,28,58,63
S. Rosane,21,177,68,1100000,Low,Medium,57,47,54,56,61,69,63
K. Schade,19,183,74,1100000,Medium,Medium,79,61,53,65,23,55,63
F. Caicedo,33,175,78,240000,Medium,Medium,64,36,54,49,63,62,63
H. Nakamura,23,177,72,675000,Medium,High,64,33,47,56,60,69,63
Y. Abe,39,178,77,90000,Low,Medium,32,64,69,62,63,58,63
K. Badjie,21,179,75,1100000,Medium,Low,79,61,52,67,31,50,63
K. Dlamini,25,173,67,625000,Medium,Medium,73,59,57,64,24,48,63
M. Urbańczyk,26,172,70,525000,Medium,High,62,45,55,62,60,65,63
C. Drameh,19,184,73,1200000,High,Medium,78,35,52,63,56,62,63
Yi Teng,31,190,80,325000,Medium,Medium,39,37,49,40,61,74,63
A. Achahbar,27,173,74,525000,Medium,Low,65,60,58,68,29,66,63
A. Ousou,21,186,77,1100000,Medium,Medium,70,26,43,51,64,67,63
C. Chukwuemeka,17,183,70,1500000,High,Medium,62,53,62,67,44,57,63
S. Rumbullaku,29,172,68,425000,High,Medium,74,34,52,59,58,60,63
J. Labadie,30,188,89,450000,High,High,64,56,61,60,61,85,63
S. Mustafá,31,187,75,250000,Medium,Medium,62,62,61,62,25,63,63
A. Zagré,19,168,60,1000000,High,Medium,81,41,57,66,57,44,63
Kim Sung Ju,30,179,73,475000,Medium,Medium,58,60,63,63,57,61,63
M. Piossek,31,176,73,400000,High,High,70,61,61,65,49,70,63
Carlos Travisso,25,180,75,400000,Medium,Medium,68,43,64,72,53,64,63
M. Kopczyński,29,180,70,400000,Medium,High,57,48,57,60,63,62,63
R. Morales,27,175,71,450000,Medium,High,62,54,60,61,62,60,63
Z. Sami,28,186,75,425000,Medium,Medium,59,45,54,56,60,79,63
S. Mbaye,25,190,80,550000,Medium,Medium,64,63,66,64,27,58,63
Víctor Mongil,28,180,76,425000,Medium,Medium,67,37,54,53,61,70,63
A. Baldé,18,170,60,1200000,Medium,Medium,92,55,52,68,28,52,63
A. Valério,21,185,75,1100000,Medium,Medium,66,50,61,67,57,61,63
R. Arace,26,173,72,625000,Medium,Medium,80,63,58,66,28,56,63
S. Ivanov,22,175,70,1100000,High,Medium,79,58,51,67,17,51,63
O. Zawada,25,192,83,675000,Medium,Medium,74,59,51,58,26,71,63
H. Konaté,26,182,77,425000,Medium,Medium,63,61,62,66,53,58,63
R. Sordo,21,174,69,1200000,High,Low,69,58,59,63,33,48,63
L. Dias,22,185,80,925000,Medium,Medium,64,63,59,63,29,61,63
C. Elliott,30,185,81,425000,High,Medium,76,56,56,62,59,73,63
L. Ugochukwu,17,188,83,1200000,Medium,Medium,67,50,60,65,58,69,63
A. Herzog,23,177,77,750000,Medium,Low,81,47,59,66,44,59,63
J. Kadile,18,182,83,1100000,Medium,Medium,79,63,52,67,22,52,63
M. Lauritsen,28,195,88,425000,Medium,Medium,52,42,49,46,62,73,63
A. Peña,32,182,75,375000,Medium,High,66,51,61,64,56,64,63
A. Rambal,28,183,70,425000,Medium,Medium,57,38,49,56,63,66,63
Iñaki Recio,21,178,75,1000000,Medium,Medium,74,35,45,60,61,61,63
